participant_id,start,duration,recovery_trial,trials_from_end
DAKDKPH698P12JfTbbjemLI6PIH2,54,2,56.0,24
DAKDKPH698P12JfTbbjemLI6PIH2,70,1,71.0,9
DPvStUYSmohmXwFwaKRqHv89R3k1,0,2,2.0,56
DPvStUYSmohmXwFwaKRqHv89R3k1,10,5,15.0,43
DPvStUYSmohmXwFwaKRqHv89R3k1,19,5,24.0,34
DPvStUYSmohmXwFwaKRqHv89R3k1,29,3,32.0,26
DPvStUYSmohmXwFwaKRqHv89R3k1,33,1,34.0,24
DPvStUYSmohmXwFwaKRqHv89R3k1,38,2,40.0,18
DPvStUYSmohmXwFwaKRqHv89R3k1,41,1,42.0,16
DPvStUYSmohmXwFwaKRqHv89R3k1,46,3,49.0,9
DaRehVxIOhXtEtUExdgvUl0mKcx2,0,8,8.0,102
DaRehVxIOhXtEtUExdgvUl0mKcx2,14,1,15.0,95
DaRehVxIOhXtEtUExdgvUl0mKcx2,16,6,22.0,88
DaRehVxIOhXtEtUExdgvUl0mKcx2,23,1,24.0,86
DaRehVxIOhXtEtUExdgvUl0mKcx2,26,2,28.0,82
DaRehVxIOhXtEtUExdgvUl0mKcx2,29,2,31.0,79
DaRehVxIOhXtEtUExdgvUl0mKcx2,34,1,35.0,75
DaRehVxIOhXtEtUExdgvUl0mKcx2,36,1,37.0,73
DaRehVxIOhXtEtUExdgvUl0mKcx2,44,3,47.0,63
DaRehVxIOhXtEtUExdgvUl0mKcx2,48,1,49.0,61
DaRehVxIOhXtEtUExdgvUl0mKcx2,50,4,54.0,56
DaRehVxIOhXtEtUExdgvUl0mKcx2,60,2,62.0,48
DaRehVxIOhXtEtUExdgvUl0mKcx2,63,2,65.0,45
DaRehVxIOhXtEtUExdgvUl0mKcx2,68,1,69.0,41
DaRehVxIOhXtEtUExdgvUl0mKcx2,75,2,77.0,33
DaRehVxIOhXtEtUExdgvUl0mKcx2,78,1,79.0,31
DaRehVxIOhXtEtUExdgvUl0mKcx2,80,3,83.0,27
DaRehVxIOhXtEtUExdgvUl0mKcx2,84,4,88.0,22
DaRehVxIOhXtEtUExdgvUl0mKcx2,90,2,92.0,18
DaRehVxIOhXtEtUExdgvUl0mKcx2,93,1,94.0,16
DaRehVxIOhXtEtUExdgvUl0mKcx2,98,1,99.0,11
DaRehVxIOhXtEtUExdgvUl0mKcx2,109,1,,0
Df83JuPuJkXqTGbENhM2gw5SJM43,0,1,1.0,86
Df83JuPuJkXqTGbENhM2gw5SJM43,4,1,5.0,82
Df83JuPuJkXqTGbENhM2gw5SJM43,7,1,8.0,79
Df83JuPuJkXqTGbENhM2gw5SJM43,14,1,15.0,72
Df83JuPuJkXqTGbENhM2gw5SJM43,21,2,23.0,64
Df83JuPuJkXqTGbENhM2gw5SJM43,25,1,26.0,61
Df83JuPuJkXqTGbENhM2gw5SJM43,37,1,38.0,49
Df83JuPuJkXqTGbENhM2gw5SJM43,50,1,51.0,36
Df83JuPuJkXqTGbENhM2gw5SJM43,64,2,66.0,21
DzB19GqCB7fyrlEPexogWkjFzEx2,0,4,4.0,72
DzB19GqCB7fyrlEPexogWkjFzEx2,7,1,8.0,68
DzB19GqCB7fyrlEPexogWkjFzEx2,12,11,23.0,53
DzB19GqCB7fyrlEPexogWkjFzEx2,28,6,34.0,42
DzB19GqCB7fyrlEPexogWkjFzEx2,41,7,48.0,28
DzB19GqCB7fyrlEPexogWkjFzEx2,53,2,55.0,21
DzB19GqCB7fyrlEPexogWkjFzEx2,59,7,66.0,10
DzB19GqCB7fyrlEPexogWkjFzEx2,72,3,75.0,1
EEodWwGh0wWq5f8JmzfKvq0lyeu1,11,5,16.0,75
EEodWwGh0wWq5f8JmzfKvq0lyeu1,20,6,26.0,65
EEodWwGh0wWq5f8JmzfKvq0lyeu1,30,1,31.0,60
EEodWwGh0wWq5f8JmzfKvq0lyeu1,75,2,77.0,14
EUhcW9kURScie1DwGPHqmNqotJB2,0,7,7.0,102
EUhcW9kURScie1DwGPHqmNqotJB2,8,8,16.0,93
EUhcW9kURScie1DwGPHqmNqotJB2,17,3,20.0,89
EUhcW9kURScie1DwGPHqmNqotJB2,22,3,25.0,84
EUhcW9kURScie1DwGPHqmNqotJB2,26,2,28.0,81
EUhcW9kURScie1DwGPHqmNqotJB2,29,2,31.0,78
EUhcW9kURScie1DwGPHqmNqotJB2,32,10,42.0,67
EUhcW9kURScie1DwGPHqmNqotJB2,44,10,54.0,55
EUhcW9kURScie1DwGPHqmNqotJB2,55,1,56.0,53
EUhcW9kURScie1DwGPHqmNqotJB2,58,3,61.0,48
EUhcW9kURScie1DwGPHqmNqotJB2,62,3,65.0,44
EUhcW9kURScie1DwGPHqmNqotJB2,66,2,68.0,41
EUhcW9kURScie1DwGPHqmNqotJB2,69,14,83.0,26
EUhcW9kURScie1DwGPHqmNqotJB2,84,3,87.0,22
EUhcW9kURScie1DwGPHqmNqotJB2,88,3,91.0,18
EUhcW9kURScie1DwGPHqmNqotJB2,92,5,97.0,12
EUhcW9kURScie1DwGPHqmNqotJB2,100,1,101.0,8
EUhcW9kURScie1DwGPHqmNqotJB2,102,4,106.0,3
EUhcW9kURScie1DwGPHqmNqotJB2,107,2,,0
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1,1,2.0,73
EmfmKFDgWJdW47a6CNTNjnbYaPh2,3,2,5.0,70
EmfmKFDgWJdW47a6CNTNjnbYaPh2,6,2,8.0,67
EmfmKFDgWJdW47a6CNTNjnbYaPh2,9,1,10.0,65
EmfmKFDgWJdW47a6CNTNjnbYaPh2,11,4,15.0,60
EmfmKFDgWJdW47a6CNTNjnbYaPh2,16,1,17.0,58
EmfmKFDgWJdW47a6CNTNjnbYaPh2,18,1,19.0,56
EmfmKFDgWJdW47a6CNTNjnbYaPh2,20,1,21.0,54
EmfmKFDgWJdW47a6CNTNjnbYaPh2,22,3,25.0,50
EmfmKFDgWJdW47a6CNTNjnbYaPh2,26,1,27.0,48
EmfmKFDgWJdW47a6CNTNjnbYaPh2,28,1,29.0,46
EmfmKFDgWJdW47a6CNTNjnbYaPh2,30,6,36.0,39
EmfmKFDgWJdW47a6CNTNjnbYaPh2,37,1,38.0,37
EmfmKFDgWJdW47a6CNTNjnbYaPh2,39,1,40.0,35
EmfmKFDgWJdW47a6CNTNjnbYaPh2,41,2,43.0,32
EmfmKFDgWJdW47a6CNTNjnbYaPh2,44,1,45.0,30
EmfmKFDgWJdW47a6CNTNjnbYaPh2,46,1,47.0,28
EmfmKFDgWJdW47a6CNTNjnbYaPh2,48,10,58.0,17
EmfmKFDgWJdW47a6CNTNjnbYaPh2,59,1,60.0,15
EmfmKFDgWJdW47a6CNTNjnbYaPh2,61,1,62.0,13
EmfmKFDgWJdW47a6CNTNjnbYaPh2,63,2,65.0,10
EmfmKFDgWJdW47a6CNTNjnbYaPh2,66,2,68.0,7
EmfmKFDgWJdW47a6CNTNjnbYaPh2,69,1,70.0,5
EmfmKFDgWJdW47a6CNTNjnbYaPh2,71,1,72.0,3
EmfmKFDgWJdW47a6CNTNjnbYaPh2,73,1,74.0,1
EoToosG69XMp4LTYdB6sB9WTrv22,0,1,1.0,58
EoToosG69XMp4LTYdB6sB9WTrv22,5,1,6.0,53
EoToosG69XMp4LTYdB6sB9WTrv22,12,1,13.0,46
EoToosG69XMp4LTYdB6sB9WTrv22,21,1,22.0,37
EoToosG69XMp4LTYdB6sB9WTrv22,39,1,40.0,19
EoToosG69XMp4LTYdB6sB9WTrv22,42,1,43.0,16
EoToosG69XMp4LTYdB6sB9WTrv22,49,1,50.0,9
EoToosG69XMp4LTYdB6sB9WTrv22,52,1,53.0,6
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0,2,2.0,80
Fz7EUjZCLuUBxLDUVtN6djaBTy42,10,5,15.0,67
Fz7EUjZCLuUBxLDUVtN6djaBTy42,17,3,20.0,62
Fz7EUjZCLuUBxLDUVtN6djaBTy42,43,4,47.0,35
Fz7EUjZCLuUBxLDUVtN6djaBTy42,53,2,55.0,27
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0,1,1.0,120
G1Ff3XYUZMRsPafyEQ80ussnVlf1,2,2,4.0,117
G1Ff3XYUZMRsPafyEQ80ussnVlf1,19,1,20.0,101
G1Ff3XYUZMRsPafyEQ80ussnVlf1,32,2,34.0,87
G1Ff3XYUZMRsPafyEQ80ussnVlf1,36,1,37.0,84
G1Ff3XYUZMRsPafyEQ80ussnVlf1,41,2,43.0,78
G1Ff3XYUZMRsPafyEQ80ussnVlf1,50,1,51.0,70
G1Ff3XYUZMRsPafyEQ80ussnVlf1,52,2,54.0,67
G1Ff3XYUZMRsPafyEQ80ussnVlf1,62,1,63.0,58
G1Ff3XYUZMRsPafyEQ80ussnVlf1,89,1,90.0,31
G1Ff3XYUZMRsPafyEQ80ussnVlf1,103,2,105.0,16
G1Ff3XYUZMRsPafyEQ80ussnVlf1,119,1,120.0,1
G9VruXninjUdE9czK2DambZl5li2,0,11,11.0,77
G9VruXninjUdE9czK2DambZl5li2,13,22,35.0,53
G9VruXninjUdE9czK2DambZl5li2,46,5,51.0,37
G9VruXninjUdE9czK2DambZl5li2,60,11,71.0,17
G9VruXninjUdE9czK2DambZl5li2,73,1,74.0,14
G9VruXninjUdE9czK2DambZl5li2,77,6,83.0,5
G9VruXninjUdE9czK2DambZl5li2,86,2,,0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0,4,4.0,74
GDZGRW51kbWtAdUIHCtEd8sAtqY2,5,2,7.0,71
GDZGRW51kbWtAdUIHCtEd8sAtqY2,13,2,15.0,63
GDZGRW51kbWtAdUIHCtEd8sAtqY2,17,2,19.0,59
GDZGRW51kbWtAdUIHCtEd8sAtqY2,21,2,23.0,55
GDZGRW51kbWtAdUIHCtEd8sAtqY2,25,2,27.0,51
GDZGRW51kbWtAdUIHCtEd8sAtqY2,28,2,30.0,48
GDZGRW51kbWtAdUIHCtEd8sAtqY2,32,1,33.0,45
GDZGRW51kbWtAdUIHCtEd8sAtqY2,37,2,39.0,39
GDZGRW51kbWtAdUIHCtEd8sAtqY2,40,2,42.0,36
GDZGRW51kbWtAdUIHCtEd8sAtqY2,43,1,44.0,34
GDZGRW51kbWtAdUIHCtEd8sAtqY2,47,1,48.0,30
GDZGRW51kbWtAdUIHCtEd8sAtqY2,50,1,51.0,27
GDZGRW51kbWtAdUIHCtEd8sAtqY2,55,2,57.0,21
GDZGRW51kbWtAdUIHCtEd8sAtqY2,59,1,60.0,18
GDZGRW51kbWtAdUIHCtEd8sAtqY2,71,1,72.0,6
GE4hogtdLdTFbNasENgtm6SO3hC3,0,1,1.0,62
GE4hogtdLdTFbNasENgtm6SO3hC3,2,2,4.0,59
GE4hogtdLdTFbNasENgtm6SO3hC3,5,1,6.0,57
GE4hogtdLdTFbNasENgtm6SO3hC3,7,1,8.0,55
GE4hogtdLdTFbNasENgtm6SO3hC3,9,1,10.0,53
GE4hogtdLdTFbNasENgtm6SO3hC3,11,1,12.0,51
GE4hogtdLdTFbNasENgtm6SO3hC3,13,1,14.0,49
GE4hogtdLdTFbNasENgtm6SO3hC3,15,1,16.0,47
GE4hogtdLdTFbNasENgtm6SO3hC3,17,1,18.0,45
GE4hogtdLdTFbNasENgtm6SO3hC3,19,2,21.0,42
GE4hogtdLdTFbNasENgtm6SO3hC3,22,1,23.0,40
GE4hogtdLdTFbNasENgtm6SO3hC3,24,1,25.0,38
GE4hogtdLdTFbNasENgtm6SO3hC3,26,1,27.0,36
GE4hogtdLdTFbNasENgtm6SO3hC3,28,2,30.0,33
GE4hogtdLdTFbNasENgtm6SO3hC3,31,3,34.0,29
GE4hogtdLdTFbNasENgtm6SO3hC3,35,2,37.0,26
GE4hogtdLdTFbNasENgtm6SO3hC3,38,1,39.0,24
GE4hogtdLdTFbNasENgtm6SO3hC3,40,1,41.0,22
GE4hogtdLdTFbNasENgtm6SO3hC3,42,1,43.0,20
GE4hogtdLdTFbNasENgtm6SO3hC3,44,1,45.0,18
GE4hogtdLdTFbNasENgtm6SO3hC3,46,1,47.0,16
GE4hogtdLdTFbNasENgtm6SO3hC3,48,1,49.0,14
GE4hogtdLdTFbNasENgtm6SO3hC3,50,1,51.0,12
GE4hogtdLdTFbNasENgtm6SO3hC3,52,2,54.0,9
GE4hogtdLdTFbNasENgtm6SO3hC3,55,2,57.0,6
GE4hogtdLdTFbNasENgtm6SO3hC3,58,1,59.0,4
GE4hogtdLdTFbNasENgtm6SO3hC3,60,1,61.0,2
GE4hogtdLdTFbNasENgtm6SO3hC3,62,1,,0
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0,4,4.0,70
GEwkBw3YHaNp3TCh9YS9PKVfavz1,6,3,9.0,65
GEwkBw3YHaNp3TCh9YS9PKVfavz1,16,1,17.0,57
GEwkBw3YHaNp3TCh9YS9PKVfavz1,19,1,20.0,54
GEwkBw3YHaNp3TCh9YS9PKVfavz1,23,1,24.0,50
GEwkBw3YHaNp3TCh9YS9PKVfavz1,33,2,35.0,39
GEwkBw3YHaNp3TCh9YS9PKVfavz1,53,1,54.0,20
GEwkBw3YHaNp3TCh9YS9PKVfavz1,56,1,57.0,17
GEwkBw3YHaNp3TCh9YS9PKVfavz1,63,2,65.0,9
HSggdq91WiQp16bOj7V3dABkcgk2,0,6,6.0,75
HSggdq91WiQp16bOj7V3dABkcgk2,7,8,15.0,66
HSggdq91WiQp16bOj7V3dABkcgk2,16,5,21.0,60
HSggdq91WiQp16bOj7V3dABkcgk2,25,5,30.0,51
HSggdq91WiQp16bOj7V3dABkcgk2,34,1,35.0,46
HSggdq91WiQp16bOj7V3dABkcgk2,36,2,38.0,43
HSggdq91WiQp16bOj7V3dABkcgk2,39,1,40.0,41
HSggdq91WiQp16bOj7V3dABkcgk2,43,2,45.0,36
HSggdq91WiQp16bOj7V3dABkcgk2,49,2,51.0,30
HSggdq91WiQp16bOj7V3dABkcgk2,55,2,57.0,24
HSggdq91WiQp16bOj7V3dABkcgk2,60,1,61.0,20
HSggdq91WiQp16bOj7V3dABkcgk2,71,1,72.0,9
HSggdq91WiQp16bOj7V3dABkcgk2,76,1,77.0,4
HbydnnT1hUP3WagAy2TJAc6GqVs2,0,2,2.0,58
HbydnnT1hUP3WagAy2TJAc6GqVs2,7,1,8.0,52
HbydnnT1hUP3WagAy2TJAc6GqVs2,9,1,10.0,50
HbydnnT1hUP3WagAy2TJAc6GqVs2,14,1,15.0,45
HbydnnT1hUP3WagAy2TJAc6GqVs2,16,1,17.0,43
HbydnnT1hUP3WagAy2TJAc6GqVs2,21,2,23.0,37
HbydnnT1hUP3WagAy2TJAc6GqVs2,24,3,27.0,33
HbydnnT1hUP3WagAy2TJAc6GqVs2,31,1,32.0,28
HbydnnT1hUP3WagAy2TJAc6GqVs2,33,1,34.0,26
HbydnnT1hUP3WagAy2TJAc6GqVs2,37,1,38.0,22
HbydnnT1hUP3WagAy2TJAc6GqVs2,41,1,42.0,18
HbydnnT1hUP3WagAy2TJAc6GqVs2,44,1,45.0,15
HbydnnT1hUP3WagAy2TJAc6GqVs2,46,1,47.0,13
HbydnnT1hUP3WagAy2TJAc6GqVs2,49,2,51.0,9
HbydnnT1hUP3WagAy2TJAc6GqVs2,52,1,53.0,7
HbydnnT1hUP3WagAy2TJAc6GqVs2,55,2,57.0,3
HyQM2xKwwuVfqidmRYF6TiRk90C2,0,1,1.0,79
HyQM2xKwwuVfqidmRYF6TiRk90C2,12,11,23.0,57
HyQM2xKwwuVfqidmRYF6TiRk90C2,35,2,37.0,43
HyQM2xKwwuVfqidmRYF6TiRk90C2,39,1,40.0,40
HyQM2xKwwuVfqidmRYF6TiRk90C2,49,1,50.0,30
HyQM2xKwwuVfqidmRYF6TiRk90C2,59,1,60.0,20
HyQM2xKwwuVfqidmRYF6TiRk90C2,66,4,70.0,10
IaTJhUGICmO9xcL3605RW8QHneN2,0,1,1.0,105
IaTJhUGICmO9xcL3605RW8QHneN2,3,3,6.0,100
IaTJhUGICmO9xcL3605RW8QHneN2,17,2,19.0,87
IaTJhUGICmO9xcL3605RW8QHneN2,20,5,25.0,81
IaTJhUGICmO9xcL3605RW8QHneN2,28,2,30.0,76
IaTJhUGICmO9xcL3605RW8QHneN2,31,1,32.0,74
IaTJhUGICmO9xcL3605RW8QHneN2,34,1,35.0,71
IaTJhUGICmO9xcL3605RW8QHneN2,38,1,39.0,67
IaTJhUGICmO9xcL3605RW8QHneN2,45,1,46.0,60
IaTJhUGICmO9xcL3605RW8QHneN2,52,1,53.0,53
IaTJhUGICmO9xcL3605RW8QHneN2,57,1,58.0,48
IaTJhUGICmO9xcL3605RW8QHneN2,66,1,67.0,39
IaTJhUGICmO9xcL3605RW8QHneN2,71,1,72.0,34
IaTJhUGICmO9xcL3605RW8QHneN2,84,1,85.0,21
IaTJhUGICmO9xcL3605RW8QHneN2,96,1,97.0,9
JntnHLHjYhc0xJJQALM3h9R5Ozv1,1,1,2.0,60
JntnHLHjYhc0xJJQALM3h9R5Ozv1,9,1,10.0,52
JntnHLHjYhc0xJJQALM3h9R5Ozv1,13,2,15.0,47
JntnHLHjYhc0xJJQALM3h9R5Ozv1,17,2,19.0,43
JntnHLHjYhc0xJJQALM3h9R5Ozv1,20,1,21.0,41
JntnHLHjYhc0xJJQALM3h9R5Ozv1,25,3,28.0,34
JntnHLHjYhc0xJJQALM3h9R5Ozv1,30,1,31.0,31
JntnHLHjYhc0xJJQALM3h9R5Ozv1,36,1,37.0,25
JntnHLHjYhc0xJJQALM3h9R5Ozv1,42,1,43.0,19
JntnHLHjYhc0xJJQALM3h9R5Ozv1,45,2,47.0,15
JntnHLHjYhc0xJJQALM3h9R5Ozv1,48,1,49.0,13
JntnHLHjYhc0xJJQALM3h9R5Ozv1,54,1,55.0,7
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0,1,1.0,58
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,10,1,11.0,48
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,16,1,17.0,42
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,22,1,23.0,36
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,28,1,29.0,30
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,40,1,41.0,18
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,45,1,46.0,13
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,47,1,48.0,11
K26uNuY0VNPjJNF26wEx3bFg0kr2,0,1,1.0,67
K26uNuY0VNPjJNF26wEx3bFg0kr2,5,1,6.0,62
K26uNuY0VNPjJNF26wEx3bFg0kr2,11,1,12.0,56
K26uNuY0VNPjJNF26wEx3bFg0kr2,13,1,14.0,54
K26uNuY0VNPjJNF26wEx3bFg0kr2,18,1,19.0,49
K26uNuY0VNPjJNF26wEx3bFg0kr2,32,1,33.0,35
K26uNuY0VNPjJNF26wEx3bFg0kr2,45,1,46.0,22
K26uNuY0VNPjJNF26wEx3bFg0kr2,58,1,59.0,9
K26uNuY0VNPjJNF26wEx3bFg0kr2,67,1,,0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0,8,8.0,64
LSLmd8jENtONZFVkIpRDX665Bu73,0,1,1.0,74
LSLmd8jENtONZFVkIpRDX665Bu73,2,1,3.0,72
LSLmd8jENtONZFVkIpRDX665Bu73,10,1,11.0,64
LSLmd8jENtONZFVkIpRDX665Bu73,13,1,14.0,61
LSLmd8jENtONZFVkIpRDX665Bu73,15,1,16.0,59
LSLmd8jENtONZFVkIpRDX665Bu73,25,1,26.0,49
LSLmd8jENtONZFVkIpRDX665Bu73,36,1,37.0,38
LSLmd8jENtONZFVkIpRDX665Bu73,38,1,39.0,36
LSLmd8jENtONZFVkIpRDX665Bu73,41,2,43.0,32
LSLmd8jENtONZFVkIpRDX665Bu73,45,1,46.0,29
LSLmd8jENtONZFVkIpRDX665Bu73,56,1,57.0,18
LSLmd8jENtONZFVkIpRDX665Bu73,68,1,69.0,6
LSLmd8jENtONZFVkIpRDX665Bu73,73,1,74.0,1
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0,2,2.0,65
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,12,2,14.0,53
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,46,2,48.0,19
LliUMEIsrCVZ88YFQfevan2Og4z1,0,1,1.0,94
LliUMEIsrCVZ88YFQfevan2Og4z1,5,1,6.0,89
LliUMEIsrCVZ88YFQfevan2Og4z1,11,10,21.0,74
LliUMEIsrCVZ88YFQfevan2Og4z1,22,9,31.0,64
LliUMEIsrCVZ88YFQfevan2Og4z1,33,5,38.0,57
LliUMEIsrCVZ88YFQfevan2Og4z1,42,1,43.0,52
LliUMEIsrCVZ88YFQfevan2Og4z1,47,1,48.0,47
LliUMEIsrCVZ88YFQfevan2Og4z1,53,2,55.0,40
LliUMEIsrCVZ88YFQfevan2Og4z1,70,1,71.0,24
LliUMEIsrCVZ88YFQfevan2Og4z1,74,1,75.0,20
LliUMEIsrCVZ88YFQfevan2Og4z1,77,2,79.0,16
LliUMEIsrCVZ88YFQfevan2Og4z1,81,5,86.0,9
M4Km1Q2P2oPliChDQkwl6k20FUI3,0,2,2.0,86
M4Km1Q2P2oPliChDQkwl6k20FUI3,4,5,9.0,79
M4Km1Q2P2oPliChDQkwl6k20FUI3,15,14,29.0,59
M4Km1Q2P2oPliChDQkwl6k20FUI3,31,17,48.0,40
M4Km1Q2P2oPliChDQkwl6k20FUI3,54,1,55.0,33
M4Km1Q2P2oPliChDQkwl6k20FUI3,63,1,64.0,24
M4Km1Q2P2oPliChDQkwl6k20FUI3,70,1,71.0,17
M4Km1Q2P2oPliChDQkwl6k20FUI3,78,4,82.0,6
M4Km1Q2P2oPliChDQkwl6k20FUI3,86,2,,0
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0,4,4.0,101
MMSYeiMQi3gMr4PrXQcpXzFiegj2,15,4,19.0,86
MMSYeiMQi3gMr4PrXQcpXzFiegj2,34,5,39.0,66
MMSYeiMQi3gMr4PrXQcpXzFiegj2,69,1,70.0,35
MMSYeiMQi3gMr4PrXQcpXzFiegj2,95,3,98.0,7
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0,4,4.0,73
O61Eik2zvrSQLMNpFbTNEgjWwMr2,19,1,20.0,57
O61Eik2zvrSQLMNpFbTNEgjWwMr2,28,5,33.0,44
O61Eik2zvrSQLMNpFbTNEgjWwMr2,43,1,44.0,33
O61Eik2zvrSQLMNpFbTNEgjWwMr2,75,2,,0
OExlWyngGfPrScDYjaRcv5PIAet1,11,1,12.0,49
OExlWyngGfPrScDYjaRcv5PIAet1,41,2,43.0,18
OExlWyngGfPrScDYjaRcv5PIAet1,51,1,52.0,9
ORuVuFPU5idz3fMoXTGsbwToW2j2,0,1,1.0,83
ORuVuFPU5idz3fMoXTGsbwToW2j2,10,1,11.0,73
ORuVuFPU5idz3fMoXTGsbwToW2j2,17,1,18.0,66
ORuVuFPU5idz3fMoXTGsbwToW2j2,21,1,22.0,62
ORuVuFPU5idz3fMoXTGsbwToW2j2,27,1,28.0,56
ORuVuFPU5idz3fMoXTGsbwToW2j2,39,1,40.0,44
ORuVuFPU5idz3fMoXTGsbwToW2j2,48,1,49.0,35
ORuVuFPU5idz3fMoXTGsbwToW2j2,59,1,60.0,24
ORvIk1xRWIQmKuLVe6GXNouvAXx2,2,3,5.0,73
ORvIk1xRWIQmKuLVe6GXNouvAXx2,7,2,9.0,69
ORvIk1xRWIQmKuLVe6GXNouvAXx2,17,1,18.0,60
ORvIk1xRWIQmKuLVe6GXNouvAXx2,19,3,22.0,56
ORvIk1xRWIQmKuLVe6GXNouvAXx2,27,2,29.0,49
ORvIk1xRWIQmKuLVe6GXNouvAXx2,34,3,37.0,41
ORvIk1xRWIQmKuLVe6GXNouvAXx2,38,1,39.0,39
ORvIk1xRWIQmKuLVe6GXNouvAXx2,52,6,58.0,20
ORvIk1xRWIQmKuLVe6GXNouvAXx2,60,2,62.0,16
ORvIk1xRWIQmKuLVe6GXNouvAXx2,67,3,70.0,8
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0,1,1.0,64
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,3,1,4.0,61
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,6,1,7.0,58
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,10,1,11.0,54
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,12,1,13.0,52
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,20,1,21.0,44
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,23,1,24.0,41
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,29,1,30.0,35
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,32,1,33.0,32
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,35,1,36.0,29
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,37,1,38.0,27
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,40,1,41.0,24
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,44,1,45.0,20
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,48,1,49.0,16
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,50,1,51.0,14
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,57,1,58.0,7
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,61,1,62.0,3
PLreonkqaMeFc0UqxKUelH44UQu1,0,2,2.0,85
PLreonkqaMeFc0UqxKUelH44UQu1,7,4,11.0,76
PLreonkqaMeFc0UqxKUelH44UQu1,12,2,14.0,73
PLreonkqaMeFc0UqxKUelH44UQu1,18,1,19.0,68
PLreonkqaMeFc0UqxKUelH44UQu1,25,2,27.0,60
PLreonkqaMeFc0UqxKUelH44UQu1,36,1,37.0,50
PLreonkqaMeFc0UqxKUelH44UQu1,38,2,40.0,47
PLreonkqaMeFc0UqxKUelH44UQu1,41,1,42.0,45
PLreonkqaMeFc0UqxKUelH44UQu1,45,1,46.0,41
PLreonkqaMeFc0UqxKUelH44UQu1,49,1,50.0,37
PLreonkqaMeFc0UqxKUelH44UQu1,52,1,53.0,34
PLreonkqaMeFc0UqxKUelH44UQu1,62,2,64.0,23
PLreonkqaMeFc0UqxKUelH44UQu1,69,2,71.0,16
PLreonkqaMeFc0UqxKUelH44UQu1,74,3,77.0,10
PkpTH7pWpEOG9A86xSloOSozwTk2,0,4,4.0,76
PkpTH7pWpEOG9A86xSloOSozwTk2,45,8,53.0,27
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0,1,1.0,72
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,10,19,29.0,44
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,39,1,40.0,33
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,46,2,48.0,25
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,51,17,68.0,5
QbOEVCaZLUMOgltUdXm58oZOALv2,0,6,6.0,85
QbOEVCaZLUMOgltUdXm58oZOALv2,8,1,9.0,82
QbOEVCaZLUMOgltUdXm58oZOALv2,10,1,11.0,80
QbOEVCaZLUMOgltUdXm58oZOALv2,15,3,18.0,73
QbOEVCaZLUMOgltUdXm58oZOALv2,28,2,30.0,61
QbOEVCaZLUMOgltUdXm58oZOALv2,31,3,34.0,57
QbOEVCaZLUMOgltUdXm58oZOALv2,42,1,43.0,48
QbOEVCaZLUMOgltUdXm58oZOALv2,44,1,45.0,46
QbOEVCaZLUMOgltUdXm58oZOALv2,50,1,51.0,40
QbOEVCaZLUMOgltUdXm58oZOALv2,61,1,62.0,29
QbOEVCaZLUMOgltUdXm58oZOALv2,65,1,66.0,25
QbOEVCaZLUMOgltUdXm58oZOALv2,79,1,80.0,11
