participant_id,wcst_rt_slope_overall,wcst_rt_slope_within_category,wcst_acc_slope_within_category,wcst_delta_trials_first3_last3,wcst_learning_slope_trials,wcst_rt_lag1,wcst_rt_dfa_alpha,wcst_delta_clr_percent_first3_last3,wcst_learning_slope_clr_percent
UbwuSMtBsHdW3Ji41opk3GInMqi2,-6.115452968086748,-43.52248499047166,0.042207302501420164,-1.0,0.4285714285714281,0.1959208848911823,0.58809543500147,-1.1370573870573821,0.4207102421388184
VwTymW8T68MfpnJvZ2X97ILqDWS2,-3.1834146341805365,-40.59621595363122,0.05219759170997562,0.33333333333333215,-0.5999999999999998,0.2856478233424802,0.787761772075111,8.365708365708372,-0.88134088134088
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-6.484088267408364,-139.31561053363038,0.02509309912055908,0.0,1.1428571428571428,0.12871866216820424,0.7716449118880464,6.460423634336678,-1.1251791686574337
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-8.837031157360835,-38.52273948283181,0.04013209013209014,1.9999999999999982,-1.714285714285714,0.12412555603406054,0.6975255015012369,-8.12459145792478,2.2822151393580037
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-6.865179352006099,-34.66239989466374,0.05389385726073032,0.6666666666666661,-0.17142857142857051,0.24465644706793455,0.9441272414045917,-16.75925925925926,4.479591836734691
WeHQDy9BWldTlaQDVVlsJNCqwxA2,-5.428015831030835,-14.574823872949787,0.038924970225279826,10.333333333333334,-3.114285714285714,0.07953483267323166,0.6325081357704592,-27.081215081215085,6.795173080887367
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,-25.769562350414866,-87.38998168681883,0.06393606393606396,0.6666666666666679,-0.1714285714285711,0.38414908539976,0.9550006103355545,-4.662004662004662,1.198801198801197
WnC6Uscb5VMIr43GASKiUCO3AYH2,-21.31382747139195,-73.3645086614605,0.04967295776119307,1.333333333333334,-0.8000000000000008,0.5136181347948724,1.3358870130033043,-6.033182503770746,4.184051242874781
WqoZv41KTtTCuPKBPyClregrKAi1,-4.842594484167835,-42.13132870054046,0.02636407452196927,8.999999999999998,-3.0571428571428583,0.04124867109858527,0.5513295576914756,-28.328671328671305,8.542457542457544
XbHvBButpZS4bapbJXJLAYcHnn12,-2.1055146722217737,-54.33518887432799,0.036067721745641795,-3.333333333333332,-0.971428571428569,0.31548173188567985,0.8309921109059264,6.572888678151841,-1.9016911648490618
XehZHBpwr5MYzUXkj0FAYCsFG922,-7.383519292991709,-44.10416170769572,0.04504176452015999,-1.6666666666666679,1.4571428571428569,0.18365102895551658,0.9054143445870451,-1.8518518518518476,0.3968253968253923
YEU5ox3jteVINfdSTg5ymqYcS9o2,-14.541932282334948,-157.96996503465607,0.03712953712953715,1.333333333333334,-0.5142857142857135,0.5366374791788534,1.1591460780029228,-9.32400932400931,3.716283716283714
Yco8O7tmHlbsUBfKW2ywcZByGO32,-34.94416031730278,-216.36141802648862,0.016483516483516494,0.6666666666666679,-0.11428571428571391,0.2995020469010265,0.55175925258432,-5.167055167055182,0.9623709623709589
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,-12.513204414300537,-95.96774349803871,0.057688879747703294,-1.3333333333333321,0.34285714285714347,0.37544377269455,0.5021317618496053,1.062091503267979,-1.504329004329008
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,-10.361290734598333,-62.84910043670995,0.03333403782320193,-1.6666666666666679,-0.31428571428571406,0.22485241606320025,0.4962540297426624,-0.2086475615887622,-0.5912322971146453
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.5242850448539869,-63.79572927230722,0.048035298035298046,2.0,0.17142857142857196,0.25637476674422865,0.6328022067470777,2.525252525252526,-2.4427952999381524
aM2995jJmJWvr6cneaGH58HauIg2,-7.829567325123252,-36.27284565867824,0.05310476846854556,-1.0,0.5428571428571434,0.2977114437665474,0.694033332856419,-10.392156862745097,1.271708683473388
afdTz6deeYWf1qKNdUpKAYKN3hz1,-13.999321037803291,-21.86087388296778,0.02408759646465249,,-17.599999999999998,0.1535503891903932,0.7657199351409189,0.0,17.006802721088423
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-1.0363245975731805,12.624093552338097,0.04014455444796003,13.666666666666668,-5.114285714285714,0.06191929030534179,0.6608910924016639,-21.008158508158516,5.164002664002667
asKxydfXDkZAk89VaD4hwVovkzJ3,-8.337409665771766,-41.838260394582655,0.03918216286637339,-1.6666666666666679,-0.08571428571428669,0.23641697217657193,0.8810907846801034,8.533863797021695,-0.5430909942188078
