correct,trial,letterColor,type,text,userColor,participant_id,stim_onset_ms,task,block_index,timeout,cond,extra,is_timeout,rt,resp_time_ms,trial_index
True,70,red,congruent,빨강,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1187592.5,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,1017.2000000476836,1188609.7000000477,70.0
True,71,yellow,incongruent,초록,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1189228.2999999523,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1405.5,1190633.7999999523,71.0
True,72,blue,congruent,파랑,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1191259.100000143,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1051.5,1192310.600000143,72.0
True,73,blue,neutral,기차,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1192941.100000143,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,1147.6999998092651,1194088.7999999523,73.0
True,74,green,incongruent,노랑,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1194714.4000000954,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,1673.7000000476835,1196388.100000143,74.0
True,75,blue,neutral,기차,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1197011.600000143,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,2200.699999809265,1199212.2999999523,75.0
True,76,green,neutral,가방,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1199843.7000000477,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,1330.9000000953674,1201174.600000143,76.0
True,77,blue,congruent,파랑,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1201801.5,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1235.7999999523165,1203037.2999999523,77.0
True,78,blue,neutral,가방,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1203666.600000143,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,641.6999998092651,1204308.2999999523,78.0
True,79,green,incongruent,빨강,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1204931.9000000954,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,1660.7999999523165,1206592.7000000477,79.0
True,80,yellow,neutral,학교,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1207215.4000000954,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,870.7000000476837,1208086.100000143,80.0
True,81,red,neutral,기차,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1208702.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,1470.2000000476835,1210172.2000000477,81.0
True,82,red,incongruent,파랑,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1210800.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'red', 'userColor': 'red'}",False,1457.7999999523165,1212257.7999999523,82.0
True,83,green,congruent,초록,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1212886.9000000954,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1071.7000000476835,1213958.600000143,83.0
True,84,blue,neutral,학교,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1214589.7999999523,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,894.1000001430511,1215483.9000000954,84.0
True,85,yellow,neutral,학교,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1216105.2999999523,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1039.6000001430511,1217144.9000000954,85.0
True,86,green,incongruent,노랑,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1217773.9000000954,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,941.5,1218715.4000000954,86.0
True,87,yellow,incongruent,초록,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1219347.9000000954,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1092.0,1220439.9000000954,87.0
True,88,green,neutral,기차,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1221068.2999999523,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'green', 'userColor': 'green'}",False,1226.4000000953674,1222294.7000000477,88.0
True,89,blue,neutral,학교,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1222910.2999999523,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,1224.6000001430511,1224134.9000000954,89.0
True,90,green,incongruent,파랑,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1224758.5,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,1616.2999999523165,1226374.7999999523,90.0
True,91,green,congruent,초록,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1227008.4000000954,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,1097.0,1228105.4000000954,91.0
True,92,yellow,incongruent,빨강,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1228726.2000000477,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1518.5,1230244.7000000477,92.0
True,93,red,congruent,빨강,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1230868.2000000477,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,1408.0999999046326,1232276.2999999523,93.0
True,94,blue,incongruent,초록,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1232908.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,937.9000000953674,1233845.9000000954,94.0
True,95,yellow,neutral,기차,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1234472.7999999523,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1127.6000001430511,1235600.4000000954,95.0
True,96,blue,incongruent,노랑,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1236233.100000143,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,1460.0,1237693.100000143,96.0
True,97,green,incongruent,빨강,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1238315.2000000477,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,1046.0999999046326,1239361.2999999523,97.0
True,98,red,congruent,빨강,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1239986.7999999523,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,2299.700000047684,1242286.5,98.0
True,99,red,incongruent,초록,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1242906.4000000954,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,896.7999999523163,1243803.2000000477,99.0
True,100,blue,incongruent,초록,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1244433.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,1717.7999999523165,1246150.7999999523,100.0
True,101,green,incongruent,파랑,green,i1tBstVkNiVP0qro7TgGD08IGGa2,1246777.600000143,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,1229.2999999523165,1248006.9000000954,101.0
True,102,red,congruent,빨강,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1248641.7000000477,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,949.2999999523164,1249591.0,102.0
True,103,blue,neutral,가방,blue,i1tBstVkNiVP0qro7TgGD08IGGa2,1250217.600000143,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,920.6999998092653,1251138.2999999523,103.0
True,104,yellow,congruent,노랑,yellow,i1tBstVkNiVP0qro7TgGD08IGGa2,1251768.9000000954,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1732.2000000476835,1253501.100000143,104.0
True,106,red,neutral,가방,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1257753.5,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,1629.2999999523165,1259382.7999999523,106.0
True,107,red,congruent,빨강,red,i1tBstVkNiVP0qro7TgGD08IGGa2,1260015.600000143,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,913.1999998092653,1260928.7999999523,107.0
True,0,blue,incongruent,초록,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,296707.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,1029.0,297736.0,0.0
True,1,yellow,neutral,가방,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,298357.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1441.0,299798.0,1.0
True,2,yellow,incongruent,파랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,300426.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1215.0,301641.0,2.0
True,3,green,incongruent,파랑,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,302257.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,832.0,303089.0,3.0
True,4,red,neutral,기차,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,303710.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,709.0,304419.0,4.0
True,5,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,305039.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,750.0,305789.0,5.0
True,6,green,incongruent,빨강,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,306409.0,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'green', 'userColor': 'green'}",False,1584.0,307993.0,6.0
True,7,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,308608.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,879.0,309487.0,7.0
True,8,blue,neutral,기차,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,310109.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,707.0000000000582,310816.00000000006,8.0
True,9,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,311443.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,729.0,312172.0,9.0
True,10,yellow,incongruent,빨강,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,312794.0,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1261.0,314055.0,10.0
True,11,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,314674.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,790.0,315464.0,11.0
True,13,yellow,incongruent,초록,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,317644.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1496.0,319140.0,13.0
True,14,red,incongruent,초록,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,319761.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,1276.0000000000582,321037.00000000006,14.0
True,15,blue,incongruent,빨강,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,321658.0,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'blue', 'userColor': 'blue'}",False,978.0,322636.0,15.0
True,16,yellow,neutral,학교,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,323260.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,965.0,324225.0,16.0
True,17,green,neutral,학교,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,324841.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,764.0,325605.0,17.0
True,18,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,326226.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,753.0,326979.0,18.0
True,19,red,congruent,빨강,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,327606.0,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,736.0,328342.0,19.0
True,21,green,incongruent,노랑,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,330592.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,1704.0,332296.0,21.0
True,22,blue,neutral,기차,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,332925.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'blue', 'userColor': 'blue'}",False,764.0,333689.0,22.0
True,23,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,334313.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,885.0,335198.0,23.0
True,24,yellow,neutral,학교,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,335829.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,812.0,336641.0,24.0
True,25,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,337260.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,714.0,337974.0,25.0
True,26,blue,neutral,학교,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,338596.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,1176.0,339772.0,26.0
True,27,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,340395.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,734.0,341129.0,27.0
True,28,green,incongruent,노랑,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,341761.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'green', 'userColor': 'green'}",False,1364.0,343125.0,28.0
True,29,green,neutral,기차,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,343745.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'green', 'userColor': 'green'}",False,1018.0000000000582,344763.00000000006,29.0
True,30,red,incongruent,초록,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,345395.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,1025.0,346420.0,30.0
True,31,yellow,neutral,기차,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,347042.00000000006,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1247.9999999999418,348290.0,31.0
True,32,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,348909.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,690.0,349599.0,32.0
True,33,blue,incongruent,초록,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,350226.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'blue', 'userColor': 'blue'}",False,1134.0,351360.0,33.0
True,34,yellow,neutral,가방,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,351979.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,798.0,352777.0,34.0
True,35,red,incongruent,노랑,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,353397.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'red', 'userColor': 'red'}",False,949.0,354346.0,35.0
True,36,yellow,incongruent,초록,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,354959.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1112.0,356071.0,36.0
True,37,blue,incongruent,노랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,356693.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,733.0,357426.0,37.0
True,38,yellow,neutral,가방,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,358046.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,933.0,358979.0,38.0
True,39,green,neutral,가방,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,359596.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,1281.0,360877.0,39.0
True,40,red,incongruent,파랑,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,361497.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'red', 'userColor': 'red'}",False,1135.0,362632.0,40.0
True,41,yellow,incongruent,빨강,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,363263.00000000006,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,1185.0,364448.00000000006,41.0
True,42,blue,neutral,가방,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,365076.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,671.0,365747.0,42.0
True,43,blue,incongruent,빨강,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,366379.0,stroop,,False,incongruent,"{'text': '빨강', 'letterColor': 'blue', 'userColor': 'blue'}",False,649.0,367028.0,43.0
True,44,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,367641.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,651.0000000000582,368292.00000000006,44.0
True,45,yellow,neutral,기차,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,368909.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,680.0,369589.0,45.0
True,46,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,370209.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,719.0,370928.0,46.0
True,47,red,incongruent,파랑,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,371544.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'red', 'userColor': 'red'}",False,698.0,372242.0,47.0
True,48,green,neutral,가방,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,372860.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,1135.0,373995.0,48.0
True,49,red,neutral,학교,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,374615.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'red', 'userColor': 'red'}",False,949.0,375564.0,49.0
True,50,blue,neutral,가방,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,376177.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'blue', 'userColor': 'blue'}",False,573.0,376750.0,50.0
True,51,green,incongruent,파랑,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,377380.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,637.0,378017.0,51.0
True,52,yellow,neutral,기차,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,378643.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,723.0,379366.0,52.0
True,53,yellow,neutral,학교,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,379994.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,731.0,380725.0,53.0
True,54,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,381344.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,751.0,382095.0,54.0
True,55,red,neutral,기차,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,382714.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,1077.0,383791.0,55.0
True,56,red,neutral,가방,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,384414.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,750.0,385164.0,56.0
True,57,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,385777.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,752.0,386529.0,57.0
True,58,green,incongruent,파랑,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,387148.0,stroop,,False,incongruent,"{'text': '파랑', 'letterColor': 'green', 'userColor': 'green'}",False,974.0,388122.0,58.0
True,59,red,incongruent,노랑,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,388749.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'red', 'userColor': 'red'}",False,1486.0,390235.0,59.0
True,60,red,congruent,빨강,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,390862.0,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,684.0,391546.0,60.0
True,61,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,392160.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,610.0,392770.0,61.0
True,62,green,neutral,기차,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,393394.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'green', 'userColor': 'green'}",False,577.0,393971.0,62.0
True,63,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,394596.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,724.0,395320.0,63.0
True,64,green,neutral,가방,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,395946.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'green', 'userColor': 'green'}",False,805.0000000000582,396751.00000000006,64.0
True,65,red,neutral,가방,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,397377.0,stroop,,False,neutral,"{'text': '가방', 'letterColor': 'red', 'userColor': 'red'}",False,699.0,398076.0,65.0
True,66,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,398695.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,786.0,399481.0,66.0
True,67,red,incongruent,노랑,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,400094.0,stroop,,False,incongruent,"{'text': '노랑', 'letterColor': 'red', 'userColor': 'red'}",False,1489.0,401583.0,67.0
True,68,blue,neutral,학교,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,402212.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,939.0,403151.0,68.0
True,69,red,congruent,빨강,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,403777.0,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,686.0,404463.0,69.0
True,70,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,405078.00000000006,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,746.9999999999418,405825.0,70.0
True,72,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,407847.00000000006,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,717.9999999999418,408565.0,72.0
True,74,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,410728.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,818.0,411546.0,74.0
True,75,red,congruent,빨강,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,412163.0,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,723.0,412886.0,75.0
True,76,green,neutral,학교,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,413513.00000000006,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,1239.9999999999418,414753.0,76.0
True,77,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,415378.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,784.0000000000582,416162.00000000006,77.0
True,78,red,neutral,학교,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,416778.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'red', 'userColor': 'red'}",False,1007.0,417785.0,78.0
True,79,red,congruent,빨강,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,418416.0,stroop,,False,congruent,"{'text': '빨강', 'letterColor': 'red', 'userColor': 'red'}",False,694.0,419110.0,79.0
True,80,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,419728.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,765.0,420493.0,80.0
True,81,red,neutral,기차,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,421113.0,stroop,,False,neutral,"{'text': '기차', 'letterColor': 'red', 'userColor': 'red'}",False,648.0,421761.0,81.0
True,82,blue,congruent,파랑,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,422379.0,stroop,,False,congruent,"{'text': '파랑', 'letterColor': 'blue', 'userColor': 'blue'}",False,560.0,422939.0,82.0
True,83,green,neutral,학교,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,423563.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'green', 'userColor': 'green'}",False,508.0,424071.0,83.0
True,84,green,congruent,초록,green,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,424695.0,stroop,,False,congruent,"{'text': '초록', 'letterColor': 'green', 'userColor': 'green'}",False,626.0,425321.0,84.0
True,85,yellow,congruent,노랑,yellow,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,425945.0,stroop,,False,congruent,"{'text': '노랑', 'letterColor': 'yellow', 'userColor': 'yellow'}",False,728.0,426673.0,85.0
True,86,red,incongruent,초록,red,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,427296.0,stroop,,False,incongruent,"{'text': '초록', 'letterColor': 'red', 'userColor': 'red'}",False,1013.0,428309.0,86.0
True,87,blue,neutral,학교,blue,h12a1QYNpYbl3T0Gj1PxUz3EnEx2,428930.0,stroop,,False,neutral,"{'text': '학교', 'letterColor': 'blue', 'userColor': 'blue'}",False,645.0,429575.0,87.0
