﻿outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Block PE Intercept,197,0.020956660244903835,0.04750753357959736,0.06497109196485384,0.07577423970916808,0.026550873334693526,0.15339068687345087,0.017463558385256484,0.061121941570028364,0.010803147744314234,0.13885647445240118
WCST Block PE R-squared,190,0.01785513139656314,0.029639336944940364,0.0360261403472103,0.04325951970098052,0.011784205548377225,0.5266341544385831,0.006386803402269936,0.2722905952191861,0.00723337935377022,0.2423165942230855
WCST Block PE Initial,197,0.02032501926318031,0.04351257731968028,0.07291535979253949,0.07581016578742239,0.02318755805649997,0.20466076633229469,0.029402782472859212,0.01499737169968434,0.0028948059948828986,0.44260813290070544
WCST Block PE Final,197,0.007581474606075611,0.018457656310389536,0.019884710997986943,0.026057792323798123,0.010876181704313925,0.5498383086596828,0.0014270546875974066,0.5995244740969063,0.0061730813258111805,0.27512913763043156
WCST Block PE Change,197,0.025585324557572897,0.02667766051801379,0.04510155329942944,0.054947862561726124,0.0010923359604408933,0.9751664292184345,0.01842389278141565,0.0570397378639297,0.009846309262296682,0.16217852151300746
WCST Block PE Blocks,197,0.0014207188545521943,0.0069373257819750345,0.012106711530558534,0.014131505578191317,0.00551660692742284,0.7865302694978265,0.005169385748583499,0.31998131556846987,0.002024794047632783,0.5340131651287686
Sustained Attention Index,197,0.01665636447324159,0.018601802069927453,0.018602071175138457,0.023374573877993243,0.0019454375966858617,0.9444979113360474,2.691052110037617e-07,0.9942485133146671,0.004772502702854786,0.33776158735675543
Sustained Attention CV Slope,197,0.044163932568318964,0.04729019389652045,0.048289125747953965,0.04836578290292015,0.003126261328201485,0.8901406000252459,0.0009989318514335155,0.6556921440741835,7.665715496618652e-05,0.9019311319037385
Sustained Attention Tau Slope,197,0.04440709814674748,0.05078548027867835,0.05309334119880649,0.06589755181768708,0.006378382131930871,0.7332931933092139,0.0023078609201281353,0.49701641917265704,0.012804210618880596,0.1091605932419457
Sustained Attention Accuracy Slope,197,0.010840540549668987,0.012164106222641524,0.015428066806752239,0.019377407581824713,0.0013235656729725376,0.9680065353832739,0.0032639605841107144,0.42839296985818853,0.003949340775072474,0.38406808009466675
Sustained Attention RT Slope,197,0.008784355803979405,0.01237440289863112,0.017990639578170375,0.018247306805108998,0.003590047094651716,0.8744166482529162,0.005616236679539255,0.29854271085959666,0.00025666722693862276,0.8243300960014065
Cross-Task CV,197,0.0037258869046127296,0.009925458437229917,0.010248411704068427,0.011007046164213108,0.006199571532617187,0.7541143494259785,0.00032295326683851044,0.8036367415033656,0.0007586344601446804,0.7038094403335411
Cross-Task Range,197,0.08814750811749927,0.0933498269238906,0.10188660319339238,0.1152971905694119,0.005202318806391326,0.7781193417483763,0.008536776269501778,0.1805921056727727,0.013410587376019523,0.09217808447854883
Cross-Task Mean,197,0.07624294279278698,0.08329351851655553,0.09281770764678865,0.11158366562701605,0.0070505757237685485,0.6898564677179027,0.009524189130233118,0.15948160652322457,0.0187659579802274,0.04714417908547268
Cross-Task SD,197,0.09129844542751098,0.09463805194072628,0.10088390651539125,0.1137091992950342,0.0033396065132152986,0.8720081047398198,0.006245854574664977,0.25206041040606275,0.01282529277964295,0.09983316133315845
Cross-Task N Tasks,197,-inf,-inf,-inf,-inf,,1.0,,0.7702091226440182,,0.03801681797539356
