participant_id,n_trials,mean_streak,max_streak,rt_streak_0,rt_streak_1,rt_streak_2,rt_streak_3,rt_streak_4,rt_streak_5,momentum_slope
v8nNKiWvPdcjiHXZci39OuFTY6M2,60,4.4,10,1532.6833333273728,1841.5142857091766,1971.0166666656733,2077.3333333383002,1627.0833333283663,1677.683333342274,5.3721088458486195
wdppvL4tIkVlGjou6aYzzjlaZXB2,118,1.4915254237288136,11,1225.3115942033844,947.7777777788126,721.0000000005322,,,,-252.1557971014261
wkhxvE50megJGMA1EiROSZIJWNq1,76,4.0,10,1696.279999998212,1835.85,1464.1166666671634,1555.1999999980133,1255.2666666607063,1222.9666666661699,-114.77809523849261
xBGZhFOeypWnqzSQClkrwV9z2vF3,75,4.44,10,1296.5583333333877,1455.566666666703,1329.1666666667832,1304.0666666666123,1278.8000000000854,1117.233333333318,-41.48642857143923
xHctBv4C2EU8rHYRouw0btT3GT02,85,5.541176470588235,21,1619.1647058823419,1713.0699999999256,1148.450000000031,,,,-235.35735294115545
xyAILKfYP2M8GqAai11x6NT7IcP2,73,4.6438356164383565,12,1517.8555555554728,1320.4999999998836,972.5625,1383.8499999997828,1107.1333333334576,1316.8999999999069,-35.24543650792358
y1EHXv8tUTa4BRS4fRio7bULYfA2,93,3.5161290322580645,11,1690.9772727272727,1809.1461538901697,1328.1666666666667,1372.3500000238419,1587.8428571564812,1370.8285714558192,-63.442001805747374
yatBVTBMCSMp0wJluOCLzTFKMyP2,81,3.9753086419753085,10,1492.4705882352941,1912.2222222226362,1283.8571428560786,1156.0,1281.0,1218.0,-96.96790716287022
yfjd8LbAMrYeG54927d3GiKAyXI2,74,4.391891891891892,11,1784.2250000000058,1768.9249999999884,1395.057142857113,1208.1999999999728,1238.0333333333062,1110.9833333332983,-147.0211564625921
zw1w9FipI9RjJsuhHse6UZavBxs2,108,4.2407407407407405,10,1320.0624999999563,1488.5714285714118,1264.2000000000698,1044.6000000000233,951.6666666666666,1031.6666666666667,-93.49409863944942
zxG9mUnF7uRkaOKSoCPsiRZzr372,88,4.238636363636363,11,1815.8357142976351,2086.8200000166894,1821.9374999850988,1570.3875000029802,1495.6749999970198,1519.324999973178,-100.21538776181181
